Title,Place,Land Size,PublishDate,Price
Land On Sell Purano Naikap,Kathmandu > Purano Naikap (Chandragiri)  ,  Land Size (in aana/dhur): 7,24-11-2021,"Rs. 22,00,000"
"Land For Sale At Sallagari, Bhaktapur",Bhaktapur > Sallaghari, ,21-09-2021,"Rs. 90,00,000"
Land For Sell On Baneshwor,Kathmandu > Mid Baneshwor  ,  Land Size (in aana/dhur): 12,20-11-2021,"Rs. 85,00,000"
Land For Sale Gyaneshwor,Kathmandu > Gyaneshwar  ,  Land Size (in aana/dhur): 5,19-08-2021,"Rs. 1,20,00,000"
Land For Sale Bardiya,Bardiya > Bardiya (Other Area)  ,  Land Size (in aana/dhur): 10,28-10-2021,"Rs. 6,00,00,000"
"3. Lalitpur , Bhaisepati Manjushree Marga Land On Sale",Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 3,31-10-2021,"Rs. 50,00,000"
"Commercial Land For Sale At Sanepa, Lalitpur (s.n. 3153 )",Lalitpur > Sanepa  ,  Land Size (in aana/dhur): 11,19-09-2021,"Rs. 90,00,000"
Makalbari Land For Rent,Kathmandu > Makalbari (Jorpati)  ,  Land Size (in aana/dhur): 14,08-03-2021,"Rs. 30,000"
Roland Cs-15r,, ,10-10-2021,"Rs. 12,000"
Godawori Kitini 24 Ana Land On Sale,Lalitpur > Godawari  ,  Land Size (in aana/dhur): 24,07-10-2021,"Rs. 14,50,000"
Gachhiya (itahari) Plotting Land Most Resonable Rates,Sunsari (Itahari) > Itahari (Other Area)  ,  Land Size (in aana/dhur): 10,26-03-2021,"Rs. 80,000"
Land For Sale At Chapali,Kathmandu > Chapali (Budhanilkantha)  ,  Land Size (in aana/dhur): 40,20-08-2021,"Rs. 45,00,000"
2 Ropani Land Sell Baluwatar,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 32,09-09-2021,"Rs. 32,00,00,000"
Land For Sale Gyanesor Hight,Kathmandu > Gyaneshwar  ,  Land Size (in aana/dhur): 18,07-01-2022,"Rs. 1,15,00,000"
1 Ropani Land On Sale Jorpati Benshigaun,Kathmandu > Besigaun (Jorpati)  ,  Land Size (in aana/dhur): 16,26-06-2021,"Rs. 38,00,000"
37 Aana Superb Sitapaila Saharanpur 1.3 Km Frm Ringroad Sqaure Land,Kathmandu > Sitapaila (Nagarjun)  ,  Land Size (in aana/dhur): 37,12-01-2021,"Rs. 28,00,000"
Land On Sale At Gothatar Nearby Ram Mandir,Kathmandu > Gothatar (Kageshwor)  ,  Land Size (in aana/dhur): 3.2,27-04-2021,"Rs. 1,70,00,000"
Land For Sale Duwakot,Bhaktapur > Duwakot (Changunarayan), ,30-10-2021,"Rs. 26,00,000"
Residential Land On Sale At Lolang Code No Gjblos 2323,Kathmandu > Tarkeshwar  ,  Land Size (in aana/dhur): 12.2,03-02-2020,"Rs. 20,00,000"
Land For Sale At Chapali Pd,Kathmandu > Chapali (Budhanilkantha)  ,  Land Size (in aana/dhur): 61,20-08-2021,"Rs. 45,00,000"
For Sale Land,Bhaktapur > Gathaghar, ,04-12-2021,"Rs. 42,00,000"
Marigolds Garlands,, ,14-09-2021,"Rs. 1,000"
Land On Sale At Kalimati,Kathmandu > Kalimati  ,  Land Size (in aana/dhur): 0.5,23-11-2021,"Rs. 1,41,00,000"
5 Ropani Land Sale At Pokhara,Kaski (Pokhara) > Batule Chour (Outskirt), ,10-08-2021,"Rs. 45,00,000"
7 Ropani Commercial Land For Sale At Kirtipur On Highway,Kathmandu > Kirtipur (Kritipur)  ,  Land Size (in aana/dhur): 113,22-10-2021,"Rs. 30,00,000"
Land For Sale In Boudha Town Planing,Kathmandu > Boudha  ,  Land Size (in aana/dhur): 10,14-12-2021,"Rs. 75,00,000"
Land For Sale Near Nmc Chowk Gokarneswor,Kathmandu > Gokarna (Gokarneshwar)  ,  Land Size (in aana/dhur): 3.1,12-12-2021,"Rs. 27,00,000"
7 Ana 3 Paisa Land Near Saibaba Chowk,Kathmandu > Tokha, ,14-11-2021,"Rs. 35,00,000"
8 Ropani Land For Sale At Hattiban Lalitpur,Lalitpur > Hattiban, ,24-08-2021,"Rs. 42,00,000"
22 Ana Land For Sell Bansbari,Kathmandu > Bansbari  ,  Land Size (in aana/dhur): 22,25-11-2021,"Rs. 65,00,000"
Land For Sale At Naxal Bhatbhateni,Kathmandu > Naxal  ,  Land Size (in aana/dhur): 24,15-09-2021,"Rs. 1,50,00,000"
13 Ana Land For Sale In Budanilkantha Taulung,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 13,17-11-2021,"Rs. 39,00,000"
Land For Home,Morang (Biratnagar) > Pokharia  ,  Land Size (in aana/dhur): 10,25-02-2021,"Rs. 7,00,000"
4.5 Ropani Land With House For Rent For College/ingo/offices,Kathmandu > Sukedhara  ,  Land Size (in aana/dhur): 70,18-12-2021,"Rs. 7,00,000"
Land For Sale Tinkune,Kathmandu > Gairigaon (Tinkune), ,26-11-2021,"Rs. 65,00,000"
Commercial Land On Sale At Chabahil Code No Gjblos 2350,Kathmandu > Chabahil  ,  Land Size (in aana/dhur): 5.2,23-03-2020,"Rs. 85,00,000"
Triangular Shape Big Face 80 Ft Battisputali Vip Land With House Sale,Kathmandu > Battisputali (Old Baneshwor)  ,  Land Size (in aana/dhur): 8.1,31-10-2019,"Rs. 6,00,00,000"
6.5 Ropani Land At Satbise Nuwakot,Nuwakot > Nuwakot (Other Area)  ,  Land Size (in aana/dhur): 104,06-04-2021,"Rs. 37,50,000"
Land For Sale At Bhaktapur Duwakot Nearby Kmc Hospital,Bhaktapur > Duwakot (Changunarayan)  ,  Land Size (in aana/dhur): 6.5,31-03-2021,"Rs. 29,00,000"
Aqualand Shallow Well 1 Hp Water Pump.,, ,27-09-2020,"Rs. 18,850"
Land Sale In Kavre,Kavrepalanchok > Kavrepalanchok (Other Area)  ,  Land Size (in aana/dhur): 160,11-12-2021,"Rs. 7,50,00,000"
9 Aana Balwatar Near Badminton Court Exclusive Peice Of Land For Sale,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 9,28-07-2020,"Rs. 70,00,000"
Nakhu 15 Aana Superb Land At Superb Marking For All Buy At Once,Lalitpur > Nakhu  ,  Land Size (in aana/dhur): 15,28-06-2021,"Rs. 38,00,000"
4 Aana Land Sale At Budhanilkantha Rudreshwor And Buddha Colony,Kathmandu > Budhanilkantha, ,08-10-2021,"Rs. 40,00,000"
2 Ropani Land House For Rent At Sanepa,Lalitpur > Sanepa  ,  Land Size (in aana/dhur): 34,28-10-2021,"Rs. 2,20,000"
4 Ana Commercial Land At Baluwatar,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 5,17-09-2021,"Rs. 1,00,00,000"
Land Apartment House For Sell On Thamel,Kathmandu > Thamel  ,  Land Size (in aana/dhur): 16,17-11-2021,"Rs. 3,00,00,000"
Land For Sale At Chitawan Sauraha.,Chitwan > Sauraha  ,  Land Size (in aana/dhur): 80,17-12-2021,"Rs. 65,00,000"
Land For Sale Kausaltar,Bhaktapur > Kaushaltar, ,07-01-2022,"Rs. 70,00,000"
6 Bigaha Land At Kurintar,Chitwan > Kurintar  ,  Land Size (in aana/dhur): 1440,21-05-2021,"Rs. 1,00,000"
5 Anna Land At Bhaisepati Near By Awash On Sale,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 5,02-09-2021,"Rs. 55,00,000"
"Land For Sale In Sinamangal, Kathandu",Kathmandu > Sinamangal, ,01-12-2020,"Rs. 80,00,000"
6-10 Ropani Land On Sale Bhaktapur Karipati,Bhaktapur > Kharipati (Changunarayan), ,11-12-2021,"Rs. 11,00,000"
Dynamic Road Touch 9 Aana Commercial Land Panipokhari Lazimpat On Sale,Kathmandu > Panipokhari  ,  Land Size (in aana/dhur): 9,20-06-2021,"Rs. 1,15,00,000"
For Sell Land Naxal Gahanapokhari,Kathmandu > Naxal  ,  Land Size (in aana/dhur): 100,26-10-2021,"Rs. 1,50,00,000"
"6 Bhk Bungalow Made On 14 Aana Land For Rent In Sanepa, Lalitpur",Lalitpur > Sanepa, ,27-10-2021,"Rs. 1,70,000"
Land For Sale At Bhaisepati 2nd Awas,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 10.1,25-02-2021,"Rs. 50,00,000"
11aana Land Sale At Bansthali.,Kathmandu > Banasthali  ,  Land Size (in aana/dhur): 11,09-11-2021,"Rs. 72,00,000"
Land For Sale At Bhaisepati Gokul Awas,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 16.1,25-08-2021,"Rs. 52,00,000"
16 Ana Land For Sale In Sitapaila Near Shristi Colony,Kathmandu > Sitapaila (Nagarjun)  ,  Land Size (in aana/dhur): 16,28-11-2021,"Rs. 56,00,000"
Land And House On Sale At Kupondole Nearby Bajaj Service Center,Lalitpur > Kupandol  ,  Land Size (in aana/dhur): 4.1,14-12-2020,"Rs. 82,00,000"
For Sale Land( Camarasiyla),Lalitpur > Sanchal (Sanepa)  ,  Land Size (in aana/dhur): 23,07-12-2021,"Rs. 17,02,50,000"
4.5 Ropani Land For Sale At Kavresthali,Kathmandu > Kavresthali (Tarkeshwar)  ,  Land Size (in aana/dhur): 72,16-09-2021,"Rs. 14,00,000"
Land For Sell Tangal Bhatbhatayni,Kathmandu > Bhat Bhateni (Naxal)  ,  Land Size (in aana/dhur): 32,16-11-2021,"Rs. 1,15,00,000"
3 Ropani Land House Office For Rent On Maharajgunj Chundevi,Kathmandu > Chundevi (Maharajgunj)  ,  Land Size (in aana/dhur): 48,17-10-2021,"Rs. 7,00,000"
Land For Sale Saraswotinagar,Kathmandu > Kapan  ,  Land Size (in aana/dhur): 11,07-10-2021,"Rs. 42,00,000"
Plotted Land At Sankhu,Kathmandu > Sankhu (Shankharapur), ,06-12-2021,"Rs. 16,00,000"
"Land On Sale At Sankhu Nearby Salinadi, Swasthani Mandir",Kathmandu > Sankhu (Shankharapur)  ,  Land Size (in aana/dhur): 9.1,22-11-2020,"Rs. 8,00,000"
Land Sale Lazinpart,Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 17,19-11-2021,"Rs. 75,00,000"
56 Ropani Land Sale In Kalanki Naya Naikap Chandradiri Nearby,Kathmandu > Naya Naikap (Chandragiri)  ,  Land Size (in aana/dhur): 896,13-09-2020,"Rs. 15,00,000"
Bhaktapur House Land,Bhaktapur > Chyamasing  ,  Land Size (in aana/dhur): 42,13-01-2021,"Rs. 40,00,000"
7 Ana Land For Sale At Basundhara Near Ringroad,Kathmandu > Basundhara  ,  Land Size (in aana/dhur): 7,08-07-2019,"Rs. 40,00,000"
5 Aana Land For Sale At Sankhu,Kathmandu > Sankhu (Shankharapur)  ,  Land Size (in aana/dhur): 5,30-07-2019,"Rs. 8,50,000"
Land For Sale Gwarko Imadol,Lalitpur > Imadol (Mahalaxmi), ,11-12-2021,"Rs. 40,00,000"
Landing Gear For Drone Landing Stand For Quadcpter,, ,11-04-2021,Rs. 750
18 Aanaa Land On Sale Lazimpat,Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 18,26-06-2021,"Rs. 85,00,000"
Land For Sale Katunje,Bhaktapur > Katunje (Suryabinayak), ,21-09-2021,"Rs. 32,50,000"
2 Ropani Commercial Land For Sale At Chalnakhel,Kathmandu > Chalnakhel (Dakshinkali)  ,  Land Size (in aana/dhur): 32,20-10-2021,"Rs. 22,00,000"
"Dual Sim Gsm Landline Phone, Gsm Fixed Wireless Phone With Fm Radio",, ,16-09-2021,"Rs. 2,349"
120dhur Land On Rent At Rajbiraj Saptary,Saptari > Rajbiraj, ,02-12-2021,"Rs. 20,000"
88 Aana Land On Sale Narayanthan Budhanilkantha,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 88,21-09-2021,"Rs. 45,00,000"
Land On Sale At Jharuwarasi Code No Gjblos 2109,Lalitpur > Jharuwarasi (Bajrabarahi)  ,  Land Size (in aana/dhur): 20,05-03-2019,"Rs. 10,00,000"
Nokia Finland N95 & 6600 Exchange Sell,, ,12-09-2021,Rs. 600
"Land (21/38) For Sale At Xhoraypatan, Pokhara",Kaski (Pokhara) > Chorepatan (Outskirt), ,29-09-2021,"Rs. 60,00,000"
Dhumbarahi Land On Sale,Kathmandu > Dhumbarahi  ,  Land Size (in aana/dhur): 15,24-04-2021,"Rs. 70,00,000"
Land On Sale At Aalapot,Kathmandu > Alapot (Kageshwor)  ,  Land Size (in aana/dhur): 4.1,27-04-2021,"Rs. 15,00,000"
Land On Sale At Panipokhari Nearby Lazimpat,Kathmandu > Panipokhari  ,  Land Size (in aana/dhur): 4.3,20-09-2021,"Rs. 4,55,00,000"
3--6 Ropani Land On Sale Dhumbarahi,Kathmandu > Dhumbarahi  ,  Land Size (in aana/dhur): 96,16-11-2021,"Rs. 75,00,000"
Baluwatar Land,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 4.5,01-11-2021,"Rs. 70,00,000"
Land Sale Cheyasal Lalitpur,Lalitpur > Chyasal (Patan)  ,  Land Size (in aana/dhur): 4,11-11-2021,"Rs. 55,00,000"
One Of Sweet Land Of 20 Aana In Kapan Height For Investment Is On Sale,Kathmandu > Kapan  ,  Land Size (in aana/dhur): 20,18-07-2020,"Rs. 33,00,000"
Land Godam For Rent Pepsicola,Kathmandu > Pepsicola (Kadaghari)  ,  Land Size (in aana/dhur): 22,16-08-2021,"Rs. 3,50,000"
"Land On Sell Godawari ,highway Land",Lalitpur > Godawari  ,  Land Size (in aana/dhur): 0.12,11-11-2021,"Rs. 25,00,000"
Manbhaban Near British Camp 20 Aana Land With Old House On Sale,Lalitpur > Manbhawan (Kumaripati)  ,  Land Size (in aana/dhur): 20,05-07-2021,"Rs. 77,00,000"
115 Ropani Land At Chalnakhel,Kathmandu > Chalnakhel (Dakshinkali)  ,  Land Size (in aana/dhur): 1840,12-09-2021,"Rs. 15,00,000"
Land On Sale At Naagdhunga Surungmarga Najikai.,Kathmandu > Balambu (Chandragiri)  ,  Land Size (in aana/dhur): 5.1,15-06-2020,"Rs. 28,00,000"
5 Anna Land On Sale At Bhaisepati Thapa Gaun,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 5,26-08-2021,"Rs. 66,00,000"
Land For Sale In Sanepa Main Road,Lalitpur > Sanepa, ,08-07-2021,"Rs. 1,10,00,000"
Land For Sale Sipadol,Bhaktapur > Sipadol (Suryabinayak), ,06-12-2021,"Rs. 26,50,000"
Urgent Sale Of Land At Morang Pathari Sanischare Nagarpalika Bairban,Morang > Pathari, ,25-06-2021,"Rs. 1,00,000"
Residential Land On Sale At Kapan Akashedhara Code No Gjblos 2315,Kathmandu > Akasedhara (Kapan)  ,  Land Size (in aana/dhur): 5.2,10-12-2019,"Rs. 32,00,000"
Land On Sale At Harisiddhi Nearby Cancer Hospital,Lalitpur > Harisiddhi  ,  Land Size (in aana/dhur): 3.2,26-02-2021,"Rs. 35,00,000"
"12 Anna Land For Sale At Chauthe, Pokhara",Kaski (Pokhara) > Chauthe (Outskirt), ,11-12-2021,"Rs. 2,65,00,000"
"5 Aana Land At Baluwatar, Kathmandu",Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 5,17-09-2021,"Rs. 4,70,00,000"
"Commercial Land For Sale At Thasikhel, Lalitpur (s.n. 3156)",Lalitpur > Thasikhel  ,  Land Size (in aana/dhur): 17.5,19-09-2021,"Rs. 1,15,00,000"
"Furnished Bungalow With 19 Aana Land For Rent In Bansbari, Kathmandu",Kathmandu > Bansbari  ,  Land Size (in aana/dhur): 19,06-04-2021,"Rs. 2,60,000"
7 Aana Land Sale At Budhanilkantha Chapali,Kathmandu > Chapali (Budhanilkantha)  ,  Land Size (in aana/dhur): 7,08-10-2021,"Rs. 42,00,000"
Land Sale In Ichangunarayan,Kathmandu > Ichangu Narayan (Nagarjun), ,24-01-2021,"Rs. 32,00,000"
4.5 Ana Land For Sale In Kuleswor Aawash,Kathmandu > Kuleshwor  ,  Land Size (in aana/dhur): 4.5,14-09-2021,"Rs. 78,00,000"
28 Aana At Sanepa Near Cg Office Dynamic Land On Sale.,Lalitpur > Sanepa  ,  Land Size (in aana/dhur): 28,17-06-2021,"Rs. 1,15,00,000"
250 Ropani Land At Naubise On Highway,Dhading > Dhading (Other Area)  ,  Land Size (in aana/dhur): 4000,17-03-2021,"Rs. 55,500"
6 Ana 2 Paisa South Faced Land At Dharapati Maharajgunj,Kathmandu > Maharajgunj  ,  Land Size (in aana/dhur): 6.5,04-03-2021,"Rs. 38,50,000"
3 Ropani Commercial Land On Sale Sanepa,Lalitpur > Gusingal (Sanepa)  ,  Land Size (in aana/dhur): 48,05-07-2021,"Rs. 70,00,000"
A Nine (9) Aana Well Shape Land On Lease For Any Purpose In Jhamsikhel,Lalitpur > Jhamsikhel  ,  Land Size (in aana/dhur): 9 Aa,27-11-2020,"Rs. 75,000"
"25 Katha Land For Sale In Parsha, Chitwan",Chitwan > Chitwan (Other Area)  ,  Land Size (in aana/dhur): 500,04-01-2022,"Rs. 50,000"
Commercial Land Sale In Sitapaila Anigumba,Kathmandu > Sitapaila (Nagarjun), ,21-03-2021,"Rs. 52,00,000"
Land Sell Baluwatar,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 4,02-11-2021,"Rs. 90,00,000"
8 Aana Vvip Land No Doubt In Lazimpat At Residential Area On Urgent Sa,Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 8,18-04-2021,"Rs. 95,00,000"
3 Ropani Land At Budhanilkantha Near Deuba Niwas,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 48,21-06-2021,"Rs. 30,00,000"
Land Sale At Tyanglaphat Maitinagar,Kathmandu > Tyangala Phant (Kirtipur), ,06-03-2018,"Rs. 35,00,000"
Land Sale Lazinpat Khursanitar,Kathmandu > Lazimpat  ,  Land Size (in aana/dhur): 6,14-11-2021,"Rs. 75,00,000"
Land On Sale At Baluwatar Code No Gjblos 2673,Kathmandu > Baluwatar  ,  Land Size (in aana/dhur): 36,17-09-2021,"Rs. 1,35,00,000"
Narayathan 6 Ropanis 11 Aana Land With Beautiful View,Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 107,28-09-2021,"Rs. 22,50,000"
3 Ropani Land With Commercial House On Rent In Mahalaxmisthan Lalitpur,Lalitpur > Mahalaxmisthan  ,  Land Size (in aana/dhur): 48,20-11-2020,"Rs. 7,25,000"
Land On Sale At Shankhamul Nearby Sahara National School,Kathmandu > Shankhamul (New Baneshwor)  ,  Land Size (in aana/dhur): 11,11-02-2021,"Rs. 70,00,000"
72 Ropani Land At Khaireni Tanahun,Tanahun > Tanahun (Other Area)  ,  Land Size (in aana/dhur): 1152,17-03-2021,"Rs. 3,50,000"
Land On Sale At Sundarijal Code No Gjblos 2009,Kathmandu > Sundarijal (Gokarneshwar)  ,  Land Size (in aana/dhur): 4.2,23-12-2018,"Rs. 13,50,000"
"Budhanilkantha 6.5 Ana Land For Sale, 400meter East Frm Main Temple",Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 6.5,18-01-2021,"Rs. 35,00,000"
Land On Sale At Manjushree,Lalitpur > Nakhudole (Bhaisepati)  ,  Land Size (in aana/dhur): 4,14-12-2021,"Rs. 45,00,000"
Roland Rh - 5,, ,10-11-2021,"Rs. 9,499"
Land On Sale At Imadol Nearby Petrol Pump,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 5.1,19-09-2021,"Rs. 40,00,000"
Land On Sell,Lalitpur > Dukuchap (Karyabinayak)  ,  Land Size (in aana/dhur): 4,01-12-2021,"Rs. 12,00,000"
6 Aana Land In Narayathan Bishnu,Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 6,13-01-2021,"Rs. 25,00,000"
Land On Sale Ta Imadol Nearby Korean College,Lalitpur > Imadol (Mahalaxmi)  ,  Land Size (in aana/dhur): 5,17-03-2021,"Rs. 30,00,000"
2 Ropani Land At Sitapaila,Kathmandu > Sitapaila (Nagarjun), ,05-03-2021,"Rs. 22,00,000"
Bodikhel Plotting Land For Sale,Lalitpur > Badikhel (Godawari)  ,  Land Size (in aana/dhur): 4,21-06-2021,"Rs. 14,00,000"
Land On Sale At Bouddha,Kathmandu > Boudha  ,  Land Size (in aana/dhur): 5.2,06-09-2021,"Rs. 75,00,000"
Commercial Land Sale Tinkune,Kathmandu > Tinkune  ,  Land Size (in aana/dhur): 16,23-11-2021,"Rs. 1,20,00,000"
0-8-2-0 Land For Sale Is Chamati Planning,Kathmandu > Banasthali  ,  Land Size (in aana/dhur): 8.5,10-10-2021,"Rs. 80,00,000"
Farping 40 Ropani Land,Kathmandu > Pharping (Dakshinkali)  ,  Land Size (in aana/dhur): 640,27-07-2021,"Rs. 10,00,000"
Chitwan Jirauna Land Sale 9 Kattha,Chitwan > Ratnanagar / Tandi  ,  Land Size (in aana/dhur): 180,26-10-2021,"Rs. 40,00,000"
"Land (17/35) For Sale At Ranipauwa, Pokhara-11",Kaski (Pokhara) > Ranipauwa, ,05-10-2021,"Rs. 1,55,00,000"
70 Kattha Land At Chitwan Simaltandi,Chitwan > Rapti  ,  Land Size (in aana/dhur): 1000,28-03-2021,"Rs. 50,000"
Roland Gr-55 Guitar Synthesizer Black With Gk-3 Divided Pickup,, ,08-06-2021,"Rs. 47,500"
Land Sale Chandol Baluwatar,Kathmandu > Chandol  ,  Land Size (in aana/dhur): 45,19-11-2021,"Rs. 85,00,000"
A 1 Ropani 1 Aana 2 Paisa Land Rent/lease For Any Purpose In Khumaltar,Lalitpur > Khumaltar  ,  Land Size (in aana/dhur): 17aa,02-03-2020,"Rs. 50,000"
Land Sale Budhanilkantha,Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 6,19-11-2021,"Rs. 45,00,000"
Khumaltar Lalitpur 10.5 Aana Residental Land On Sale,Lalitpur > Khumaltar  ,  Land Size (in aana/dhur): 10.5,25-01-2021,"Rs. 39,50,000"
6 Ana Land For Sale In Gairidhara East Facing For Residence,Kathmandu > Gairidhara  ,  Land Size (in aana/dhur): 6,27-09-2021,"Rs. 80,00,000"
9 Roponi Land For Sale In Dahachok,Kathmandu > Dahachok (Chandragiri), ,04-01-2022,"Rs. 12,00,000"
Godamchaur Oda Najik 4 Ana Land On Sale,Lalitpur > Godamchaur (Godawari)  ,  Land Size (in aana/dhur): 4,11-11-2021,"Rs. 16,00,000"
Land For Sale Sangamchok Banesor,Kathmandu > Mid Baneshwor  ,  Land Size (in aana/dhur): 7,24-11-2021,"Rs. 85,00,000"
18 Aana Finest Commercial Or Residential East Land At Gahana Pokhari,Kathmandu > Tangal (Naxal)  ,  Land Size (in aana/dhur): 18,04-12-2021,"Rs. 1,15,00,000"
65 Ana Land For Sale At Putalisadak,Kathmandu > Putalisadak  ,  Land Size (in aana/dhur): 65,18-08-2021,"Rs. 1,10,00,000"
"Land On Sale At Seti Pakha, Hattiban",Lalitpur > Hattiban  ,  Land Size (in aana/dhur): 5,05-10-2021,"Rs. 32,00,000"
Bhaisepati Commercial Land For Sale,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 15,10-04-2021,"Rs. 88,00,000"
3 Ropani Land For Sale At Muhanpokhari,Kathmandu > Budhanilkantha  ,  Land Size (in aana/dhur): 48,27-06-2021,"Rs. 21,00,000"
Land For Sale In Sitapaila,Kathmandu > Sitapaila (Nagarjun), ,12-07-2021,"Rs. 32,00,000"
Land On Sale Lubhu Lalitpur Lamatar,Lalitpur > Lamatar (Mahalaxmi)  ,"  Land Size (in aana/dhur): 3.3,",01-11-2021,"Rs. 35,00,000"
Purwa Side Battisputali 3.7 Ropani On Sale Commercial Land On Sale,Kathmandu > Battisputali (Old Baneshwor)  ,  Land Size (in aana/dhur): 55,25-11-2021,"Rs. 1,10,00,000"
22 Ana Land For Sale In Maharajgunj Neuro Opposite For Residence,Kathmandu > Maharajgunj  ,  Land Size (in aana/dhur): 22,13-09-2021,"Rs. 45,00,000"
Guheshwari Planning 0-9-2-2 Ana East Faced Land,Kathmandu > Guheshwori Pashupatinath  ,  Land Size (in aana/dhur): 9.6,18-03-2021,"Rs. 42,50,000"
Bhairahawa Rupandehi Ko Jagga Land Bikrima,Rupandehi (Bhairahawa) > Buddha Chowk  ,  Land Size (in aana/dhur): 22,22-02-2021,"Rs. 2,25,000"
Land For Sale Sukedhara,Kathmandu > Sukedhara, ,01-11-2021,"Rs. 90,00,000"
6 Days Thailand Pattya Tour,, ,02-03-2020,"Rs. 69,900"
"Tarahara, Chautari Chowk 1 Katha Land For Sale",Sunsari (Itahari) > Suvidha Nagar  ,  Land Size (in aana/dhur): 20dh,17-02-2021,"Rs. 1,20,00,000"
Land On Sale At Sarangkot Pokhara Near Superview Lodge.,Kaski (Pokhara) > Sarangkot (Outskirt)  ,  Land Size (in aana/dhur): 6.5,24-09-2020,"Rs. 9,00,000"
Land For Sell At Banepa Ram Mandir,Kavrepalanchok > Banepa  ,  Land Size (in aana/dhur): 21,05-09-2021,"Rs. 20,00,000"
Kaversthali Basant Colony Land,Kathmandu > Kavresthali (Tarkeshwar)  ,  Land Size (in aana/dhur): 3.5,14-09-2021,"Rs. 27,00,000"
Land For Sale,Bhaktapur > Changunarayan  ,  Land Size (in aana/dhur): 720,03-03-2021,"Rs. 13,00,000"
52 Aanaa Land On Sale Sanepa Gusingal,Lalitpur > Gusingal (Sanepa)  ,  Land Size (in aana/dhur): 52,16-11-2021,"Rs. 76,00,000"
Kathmandu Maiti Devi Land,Kathmandu > Maitidevi  ,  Land Size (in aana/dhur): 7,03-11-2021,"Rs. 65,00,000"
House Or Land Sell Ni Kotiswore Narephat,Kathmandu > Koteshwor  ,  Land Size (in aana/dhur): 8,17-09-2021,"Rs. 5,20,00,000"
4.2 Ana Land For Sale In Bhanimandal Corner Land Commercial Building,Lalitpur > Bhanimandal (Ekantakuna)  ,  Land Size (in aana/dhur): 4.2,13-09-2021,"Rs. 6,00,00,000"
Land On Sale Indside Gokul Awas Bhaisepati,Lalitpur > Bhaisepati / Sainbu  ,  Land Size (in aana/dhur): 5.2,11-02-2021,"Rs. 50,00,000"
19 Ana Land With House At Mandikatar,Kathmandu > Mandikatar (Dhumbarahi)  ,  Land Size (in aana/dhur): 19,04-03-2021,"Rs. 40,50,000"
Dharan Purano Bazar Mainline Land 50 Ft Road,Sunsari (Dharan) > Laxmi Chowk  ,  Land Size (in aana/dhur): 17,28-01-2021,"Rs. 11,00,000"
"4,5,6,7,8 Anna Land For Sale At Bhaisepati Gokul Awas",Lalitpur > Bhaisepati / Sainbu, ,21-10-2021,"Rs. 52,00,000"
Land Sale In Dhobighat Lalitpur,Lalitpur > Dhobighat, ,05-03-2021,"Rs. 70,00,000"
Land On Sale At Bhudanilkantha Buddha C,Kathmandu > Narayanthan (Budhanilkantha)  ,  Land Size (in aana/dhur): 9,16-11-2021,"Rs. 45,00,000"
